brfJuyTADuQ,Yes,0,0
brfJuyTADuQ,ههههه,0,0
brfJuyTADuQ,Hello,0,0
brfJuyTADuQ,no,0,0
brfJuyTADuQ,Your stupid💩💩💩,0,0
brfJuyTADuQ,I'm ready,0,0
brfJuyTADuQ,eat raster,0,0
brfJuyTADuQ,Mong lol 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,0,0
brfJuyTADuQ,You are so pretty colleen,0,0
brfJuyTADuQ,no,0,0
brfJuyTADuQ,Hello,0,0
brfJuyTADuQ,I like your jacket,0,0
brfJuyTADuQ,Y,0,0
brfJuyTADuQ,My favroite flavor of popsicle is dick!!!!! Lmfao,0,0
brfJuyTADuQ,You are poo,0,0
brfJuyTADuQ,You hate the popsicle,0,0
brfJuyTADuQ,Yep show me,0,0
brfJuyTADuQ,Yes,0,0
brfJuyTADuQ,Your amazing,0,0
brfJuyTADuQ,No,0,0
brfJuyTADuQ,It is,0,0
brfJuyTADuQ,it's not,0,0
brfJuyTADuQ,this is boring,0,0
brfJuyTADuQ,Shhhhh,0,0
brfJuyTADuQ,I love you,0,0
brfJuyTADuQ,🐘,0,0
brfJuyTADuQ,Hello,0,0
brfJuyTADuQ,It is,0,0
brfJuyTADuQ,Yes,0,0
brfJuyTADuQ,Hi,0,0
brfJuyTADuQ,No,0,0
brfJuyTADuQ,Hello,0,0
brfJuyTADuQ,Really,0,0
brfJuyTADuQ,Your name,0,0
brfJuyTADuQ,I hate u,0,0
brfJuyTADuQ,OMG,0,0
brfJuyTADuQ,Hi,0,0
brfJuyTADuQ,No,0,0
brfJuyTADuQ,is it cotton cany,0,0
brfJuyTADuQ,It's workin honz,0,0
brfJuyTADuQ,It is,0,0
brfJuyTADuQ,Ok,0,0
brfJuyTADuQ,Ready,0,0
brfJuyTADuQ,Heyy x,0,0
brfJuyTADuQ,Ready,0,0
brfJuyTADuQ,She dabbed...\n\n\n\n\n\n\n\n\nDAB POLICE,0,0
brfJuyTADuQ,Yes,0,0
brfJuyTADuQ,This is live,0,0
brfJuyTADuQ,YES HATERS BACK OFF,0,0
brfJuyTADuQ,Yes,0,0
brfJuyTADuQ,Yes,0,0
brfJuyTADuQ,Yes,0,0
brfJuyTADuQ,Ready,0,0
brfJuyTADuQ,No,0,0
brfJuyTADuQ,Hi,0,0
brfJuyTADuQ,That wun,0,0
brfJuyTADuQ,S yes,0,0
brfJuyTADuQ,Yes,0,0
brfJuyTADuQ,Yeah,0,0
brfJuyTADuQ,Reeaaady,0,0
brfJuyTADuQ,haters bake of,0,0
brfJuyTADuQ,Lmao you can see the popsicle stick at 13:07,0,0
brfJuyTADuQ,Omg every1 knew it was Oct 20..I am disappointed,0,0
brfJuyTADuQ,I just found this video yesterday and woke up this morning at 5 and figured I would check out the show on netflix. Binge watched all of it this morning and October 20th cannot come soon enough!,0,0
brfJuyTADuQ,Not to be against God but your amazing I love you and tell Collen that she's cool❄,0,0
brfJuyTADuQ,Miranda you are so cool,0,0
brfJuyTADuQ,we can hear you,0,0
brfJuyTADuQ,yay I watched you show when I was sick every day cuz I was sick for 3 days,0,0
brfJuyTADuQ,I hate u I love\n U,0,0
brfJuyTADuQ,Yo what fuck this is so cring,0,0
brfJuyTADuQ,I've tried that ice lolly and I loved it🍦❤️,0,0
brfJuyTADuQ,lol is this mad women still alive,0,0
brfJuyTADuQ,No,0,0
brfJuyTADuQ,That looks so good,0,0
brfJuyTADuQ,I want to eat one so bad😢😢😢,0,0
brfJuyTADuQ,I love u Miranda ur the best YouTube's ever,0,0
brfJuyTADuQ,It's not life,0,0
brfJuyTADuQ,DABBIN ON DEM HATERS XD,0,0
brfJuyTADuQ,Why am i watching this even tough it's days later and I already know the date?,0,0
brfJuyTADuQ,Yes it's live,0,0
brfJuyTADuQ,My favorite kind of popsicle is the orange one with the white cream inside,0,0
brfJuyTADuQ,it sure was live yesterday but now it aint,0,0
brfJuyTADuQ,I watched the whole thing...send help. I LAUGHED MY ASS OFF THO,0,0
brfJuyTADuQ,it's not live 😞😞😞😔 thankgod I havn't missed live stream,0,0
brfJuyTADuQ,"hi miranda! a very great fun of yours,can I have just even a lick of your green toe thingy",0,0
brfJuyTADuQ,What the heck does October 20 mean,0,0
brfJuyTADuQ,"Miranda your my queen 👸🏻 I'm a HUGE mirfanda I LOVE LOVE LOVE you sooooooo much you're my favourite youtuber ever but I have two questions,why do you hate Jojo Siwa so much and also where do u get your lisstick from.No wonder you have sooo many baes",0,0
brfJuyTADuQ,Miranda this is not live 😂😂😂😂😂😂😂😂😂btw ur the best😘😉💖❤😍💖,0,0
brfJuyTADuQ,October 20 is my birthday!! 😱😱,0,0
brfJuyTADuQ,It's not live,0,0
brfJuyTADuQ,U are ugly and damm q,0,0
brfJuyTADuQ,Can u not the whole thing,0,0
brfJuyTADuQ,seriously wats that flevor,1,0
brfJuyTADuQ,Someone sad something soooooooooooo appropriate,1,0
brfJuyTADuQ,Im not listening to yoy,1,0
brfJuyTADuQ,Your gay,1,0
brfJuyTADuQ,No,1,0
brfJuyTADuQ,I llllllllloooooooovvvvvvveeeeee you Miranda I am your biggest fan,1,0
brfJuyTADuQ,He it's live,1,0
brfJuyTADuQ,We just gonna ignore the near deep throating of the popsicle? XD.,1,0
B_CHjYoqPUU,What's the worst that can happen? \nShe falsely accuses you of trying to rape her.,15,3
B_CHjYoqPUU,Who's the girl in the very right part of the thumbnail? ( For research purposes ),3,0
B_CHjYoqPUU,2:11 that was  remarkably detailed,0,0
B_CHjYoqPUU,I really injoy you're videos man !! keep up the good work !,0,0
B_CHjYoqPUU,"Exactly how I feel in these scenarios. I just say it's probably not worth it and I go about my business as usual. I foresee more loneliness in my future but I also foresee no divorce settlements, which means I at least get to keep all my shit. My shit is important.",0,0
B_CHjYoqPUU,"Casual explained, I know this is off topic but I was re-binge watching your videos and in your Casually explained - The future YOU ACTUALLY PREDICTED THE IPHONE X.\\nCan I just say it is an honor to watch an amazing Psychic such as yourself.",0,0
B_CHjYoqPUU,This is about like 5 levels of too real yikes well done though,0,0
B_CHjYoqPUU,"if its a guy, well. ur not gay. if u kiss a guy u kissin all the other girls he kissed n shi u feel me",0,0
B_CHjYoqPUU,Better to be safe than happy. 😏,0,0
B_CHjYoqPUU,Wait What? There is background music? Never noticed that before.,0,0
B_CHjYoqPUU,I rarely dislike your work but this one seemed forced to me. I dont want to discourage you but it is way slopier than the most of your work. Im saying this because i love your videos man keep it up.,0,0
B_CHjYoqPUU,The worst that could happen? You end up married with 3 kids only to have the bitch divorce you and force you into paying for her shit for 18 years along with seeing your kids only on weekends while she uses those weekends to get boned by a unemployed shitbird while you are forced to work into your 80s due to your retirement fund being relabeled child support and alimony. Have fun chasing that ass guys.,0,0
B_CHjYoqPUU,I can't be the only one who actually thinks like this?,1,0
B_CHjYoqPUU,I don't have to approach girls to tell if they are interested. I can tell by body language and they don't have mutual feelings. I just want to live in peace and stop being attracted to women. Women only want the winners (according to society's standards $$). I want to program my mind to have a negative view of what women look like and not be attracted to them.,0,0
B_CHjYoqPUU,"Wow this was the best one yet also worst, I feel personally attacked.",0,0
B_CHjYoqPUU,"Wait, so you're telling me I'm RIGHT about how I handle attractive woman? That's not normal according to EVERYTHING else, but I like this more, so imma roll with it!",0,0
