NzRuDD0iYC0,"Last Week Tonight with John Oliver S04E23 - Sep 10, 2017",DeathByPixel,2,Last Week Tonight|John Oliver|President Trump|Ivanka Trump|Joe Arpaio|scranton train|president pardon|HBO|Chuck Todd|Chuck Schummer,668027,3553,1629,889,https://i.ytimg.com/vi/NzRuDD0iYC0/default.jpg,13.09
YQYslaA1Lus,How Kanye West’s ‘Graduation’ Changed Music | Genius News,Genius,10,genius|rap genius|verified|official lyrics|lyrics|lyric video|Lyric videos|pop music|hip hop|rap|new pop music|kanye west|graduation|graduation-lyrics|yeezy|ye|good music|jay-z-kanye|jay-z|808's,229235,9746,292,1119,https://i.ytimg.com/vi/YQYslaA1Lus/default.jpg,13.09
-JmNKGfFj7w,Jim Carrey Sounds Off on Icons and More at NYFW 2017 | E! Live from the Red Carpet,E! Live from the Red Carpet,24,Jim Carrey|Fashion Week|Fashion|Red Carpet|E! Live from the Red Carpet|Celebrity Gossip|Celebrity News|E! News|E! Entertainment|E!|Pop Culture|Live|Interviews|Awards|Award Show|Beauty|Oscars|Grammys|Golden Globes|Emmys,2526119,17110,677,5311,https://i.ytimg.com/vi/-JmNKGfFj7w/default.jpg,13.09
O4pFdLJmG7M,Storm Chaser Battles Hurricane Irma’s Powerful Winds | NBC News,NBC News,25,nbc news|breaking news|us news|Hurricane Irma|Storm chasers|Winds|Florida|Irma|Key West|Simon Brewer,1157495,15333,990,4641,https://i.ytimg.com/vi/O4pFdLJmG7M/default.jpg,13.09
gQvHtXWlXDE,Minelli - Empty Spaces (Official Video) [Ultra Music],Ultra Music,10,ultra records|ultra music|ultrarecords|ultramusic|house|vocal|music video|music|videos|premiere|new|artist|dance|ultra|minelli|empty|spaces|minelli empty spaces|empty spaces minelli|space|empty space|space empty|mineli|mineli empty spaces|empty spaces mineli,265833,3995,197,256,https://i.ytimg.com/vi/gQvHtXWlXDE/default.jpg,13.09
3x-sUsazQ90,#IRMAgerd Hurricane Candy and why it's hard to make candy when it rains.,Lofty Pursuits,26,candy|lofty pursuits|how it's made|how its made|sugar|sweets|irma|hurricane|hand made|victorian|steam punk|public displays of confection|food|food tv|confection|cut rock|lollies|love|drops|tallahassee|florida|usa|cotton candy|wedding,381229,11618,452,1663,https://i.ytimg.com/vi/3x-sUsazQ90/default.jpg,13.09
zJufeAMRHy8,"Rainbow Connection - The Muppets at The Hollywood Bowl - September 8, 2017 HD",Synthetik Films,10,Muppets|Kermit The Frog|Jim Henson|Rainbow Connection|Walter|Miss Piggy,92656,895,22,143,https://i.ytimg.com/vi/zJufeAMRHy8/default.jpg,13.09
zPGRU49esCU,How to Cook With No Power During a Hurricane #Irma,Brothers Green Eats,26,brothers green eats|brothers green|hurricane cooking|cooking with no power|easy recipes|pesto salami sandwich|cold pizza recipe|recipes|cooking|simple cooking|cooking without a stove|cooking without heat|irma|hurricane,77640,2223,221,390,https://i.ytimg.com/vi/zPGRU49esCU/default.jpg,13.09
9YyB6sQ4iwA,iPhone X and iPhone 8!,iJustine,28,ijustine|iphone x|iphone 8|iphone 8 plus|iphone x features|iphone ten|iphone 10|review|hands on|apple event|steve jobs theater,761705,32608,1562,6864,https://i.ytimg.com/vi/9YyB6sQ4iwA/default.jpg,14.09
R6ja9qNmOaM,Stephen A. Smith calls ESPN's #NBArank 'garbage' for Carmelo Anthony rating | First Take | ESPN,ESPN,17,ESPN|first take|stephen a. smith|stephen a smith|stephen a.|stephen a|#nbarank|carmelo|anthony|carmelo anthony|no. 64|carmelo anthony nba rank|carmelo anthony news|carmelo anthony trade|carmelo anthony knicks|nba rank|espn's #nbarank|espn nba rank|ny knicks|knicks trade|espn first take|first take espn|first take nba|nba first take|first take today|first take daily|first take now|first take live|new york knicks|nba trade rumors|basketball|nba,367178,5296,199,2422,https://i.ytimg.com/vi/R6ja9qNmOaM/default.jpg,14.09
NzRuDD0iYC0,"Last Week Tonight with John Oliver S04E23 - Sep 10, 2017",DeathByPixel,2,Last Week Tonight|John Oliver|President Trump|Ivanka Trump|Joe Arpaio|scranton train|president pardon|HBO|Chuck Todd|Chuck Schummer,675609,3571,1640,920,https://i.ytimg.com/vi/NzRuDD0iYC0/default.jpg,14.09
o0hMhEsMUs0,GALEN HOOKS  ||   WAIT for ME   ||   a GALEN HOOKS film,Galen Hooks,24,galenhooks|wait for me|film|dance|choreography|a galen hooks film|musical|movie musical|la la land,12588,1330,4,119,https://i.ytimg.com/vi/o0hMhEsMUs0/default.jpg,14.09
YQYslaA1Lus,How Kanye West’s ‘Graduation’ Changed Music | Genius News,Genius,10,genius|rap genius|verified|official lyrics|lyrics|lyric video|Lyric videos|pop music|hip hop|rap|new pop music|kanye west|graduation|graduation-lyrics|yeezy|ye|good music|jay-z-kanye|jay-z|808's,264911,11034,304,1231,https://i.ytimg.com/vi/YQYslaA1Lus/default.jpg,14.09
O4pFdLJmG7M,Storm Chaser Battles Hurricane Irma’s Powerful Winds | NBC News,NBC News,25,nbc news|breaking news|us news|Hurricane Irma|Storm chasers|Winds|Florida|Irma|Key West|Simon Brewer,1170059,15377,996,4695,https://i.ytimg.com/vi/O4pFdLJmG7M/default.jpg,14.09
-JmNKGfFj7w,Jim Carrey Sounds Off on Icons and More at NYFW 2017 | E! Live from the Red Carpet,E! Live from the Red Carpet,24,Jim Carrey|Fashion Week|Fashion|Red Carpet|E! Live from the Red Carpet|Celebrity Gossip|Celebrity News|E! News|E! Entertainment|E!|Pop Culture|Live|Interviews|Awards|Award Show|Beauty|Oscars|Grammys|Golden Globes|Emmys,2817086,18485,723,5728,https://i.ytimg.com/vi/-JmNKGfFj7w/default.jpg,14.09
gQvHtXWlXDE,Minelli - Empty Spaces (Official Video) [Ultra Music],Ultra Music,10,ultra records|ultra music|ultrarecords|ultramusic|house|vocal|music video|music|videos|premiere|new|artist|dance|ultra|minelli|empty|spaces|minelli empty spaces|empty spaces minelli|space|empty space|space empty|mineli|mineli empty spaces|empty spaces mineli,352810,4636,239,331,https://i.ytimg.com/vi/gQvHtXWlXDE/default.jpg,14.09
3x-sUsazQ90,#IRMAgerd Hurricane Candy and why it's hard to make candy when it rains.,Lofty Pursuits,26,candy|lofty pursuits|how it's made|how its made|sugar|sweets|irma|hurricane|hand made|victorian|steam punk|public displays of confection|food|food tv|confection|cut rock|lollies|love|drops|tallahassee|florida|usa|cotton candy|wedding,415382,12329,469,1746,https://i.ytimg.com/vi/3x-sUsazQ90/default.jpg,14.09
zJufeAMRHy8,"Rainbow Connection - The Muppets at The Hollywood Bowl - September 8, 2017 HD",Synthetik Films,10,Muppets|Kermit The Frog|Jim Henson|Rainbow Connection|Walter|Miss Piggy,96468,914,23,159,https://i.ytimg.com/vi/zJufeAMRHy8/default.jpg,14.09
zPGRU49esCU,How to Cook With No Power During a Hurricane #Irma,Brothers Green Eats,26,brothers green eats|brothers green|hurricane cooking|cooking with no power|easy recipes|pesto salami sandwich|cold pizza recipe|recipes|cooking|simple cooking|cooking without a stove|cooking without heat|irma|hurricane,79080,2248,225,395,https://i.ytimg.com/vi/zPGRU49esCU/default.jpg,14.09
9YyB6sQ4iwA,iPhone X and iPhone 8!,iJustine,28,ijustine|iphone x|iphone 8|iphone 8 plus|iphone x features|iphone ten|iphone 10|review|hands on|apple event|steve jobs theater,1262710,42471,2547,8880,https://i.ytimg.com/vi/9YyB6sQ4iwA/default.jpg,15.09
R6ja9qNmOaM,Stephen A. Smith calls ESPN's #NBArank 'garbage' for Carmelo Anthony rating | First Take | ESPN,ESPN,17,ESPN|first take|stephen a. smith|stephen a smith|stephen a.|stephen a|#nbarank|carmelo|anthony|carmelo anthony|no. 64|carmelo anthony nba rank|carmelo anthony news|carmelo anthony trade|carmelo anthony knicks|nba rank|espn's #nbarank|espn nba rank|ny knicks|knicks trade|espn first take|first take espn|first take nba|nba first take|first take today|first take daily|first take now|first take live|new york knicks|nba trade rumors|basketball|nba,495762,6520,252,2910,https://i.ytimg.com/vi/R6ja9qNmOaM/default.jpg,15.09
iptgKv3iApI,Doom and Wolfenstein 2 for Switch Announcement Trailer,GameTrailers,20,PC|IGN|PS4|Doom|games|Trailer|Shooter|Xbox One|MachineGames|Id Software|ZeniMax Media|Bethesda Softworks|Wolfenstein 2: The New Colossus,27429,430,15,363,https://i.ytimg.com/vi/iptgKv3iApI/default.jpg,15.09
pyZVUC5jeVw,Jennifer Lawrence Tore Her Diaphragm While Filming 'Mother!',Variety,24,Variety|Variety Studio|Darren Aronofsky|Jennifer Lawrence|Mother!|TIFF 2017,151594,1214,65,239,https://i.ytimg.com/vi/pyZVUC5jeVw/default.jpg,15.09
o0hMhEsMUs0,GALEN HOOKS  ||   WAIT for ME   ||   a GALEN HOOKS film,Galen Hooks,24,galenhooks|wait for me|film|dance|choreography|a galen hooks film|musical|movie musical|la la land,17577,1654,12,160,https://i.ytimg.com/vi/o0hMhEsMUs0/default.jpg,15.09
