ZQK1F0wz6z4,What Do You Want to Eat?!,Wong Fu Productions,24,panda|what should we eat|buzzfeed|comedy|boyfriend|girlfriend|relationship problems|fight|argue|panda express|food|foodie|sherlock holmes|wasabi|sushi|salmon|avocado|romantic comedy|joanna sotomura,282858,14870,300,1398,https://i.ytimg.com/vi/ZQK1F0wz6z4/default.jpg,13.09
ql0Op1VcELw,What's Actually the Plane of the Future,Wendover Productions,27,plane|of|the|future|aviation|airplane|aircraft|electric|electric aircraft|electric plane|pilotless plane|airports|airport|wendover|productions|wendover productions|half as interesting|interesting|education|educational|animated|video|boeing|airbus|boeing 797|797|middle market|mom|middle of the market plane|what's actually the plane of the future|edu|797 dreamliner|737 max|airbus a321 neo lr|airbus a321,602127,19575,658,2510,https://i.ytimg.com/vi/ql0Op1VcELw/default.jpg,13.09
eM_FR7I2Ttw,Harry Styles - The Chain (Fleetwood Mac cover) in the Live Lounge,BBCRadio1VEVO,10,Harry Styles|Fleetwood Mac|The Chain|BBC|Radio 1|Live Lounge,1026622,61409,967,4097,https://i.ytimg.com/vi/eM_FR7I2Ttw/default.jpg,13.09
08RHSZvixec,BLIND TASTE TEST // Grace Helbig,Grace Helbig,22,itsgrace|funny|comedy|vlog|grace|helbig|gracehelbig|dailygrace|daily|tutorial|diy|lifestyle|australia|australian chips|taste test|blindfolded|snacks,141532,9467,55,956,https://i.ytimg.com/vi/08RHSZvixec/default.jpg,13.09
4LwpGaDKmZ8,FENTY BEAUTY by RIHANNA... HIT OR MISS?! | Jeffree Star,jeffreestar,26,jeffree star|jeffree star approved|fenty beauty|fenty beauty review|fenty beauty rihanna|rihanna makeup line|rihanna makeup review|laura lee|manny mua|androgyny palette|sephora haul|get ready in my private jet|sephora rihanna review|fenty beauty hit or miss?|honest rihanna makeup review|drugstore makeup|patrick starrr|kkw beauty|kylie cosmetics|kylie jenner makeup|rihanna jeffree,5044462,183483,16582,19443,https://i.ytimg.com/vi/4LwpGaDKmZ8/default.jpg,13.09
ykvX-E1nuag,How to Win Australia,vlogbrothers,22,australia|hank green,173773,9188,166,876,https://i.ytimg.com/vi/ykvX-E1nuag/default.jpg,13.09
CayHgjP1YNQ,Game of Thrones sings Look What You Made Me Do,Matthijs Vlot,1,game of thrones|taylor swift|supercut|mash-up|remix,443606,4231,68,246,https://i.ytimg.com/vi/CayHgjP1YNQ/default.jpg,13.09
AX8-YzMKZhQ,Sam Smith - Too Good At Goodbyes (Official Audio),SamSmithWorldVEVO,10,sam smith|too good at goodbyes|audio|new single|official,13728070,468636,6597,20989,https://i.ytimg.com/vi/AX8-YzMKZhQ/default.jpg,13.09
ZXvbz8cqafM,Taylor Swift NOW Presents: See What Taylor’s Up To NOW | AT&T,AT&T,10,Taylor Swift|ATT|DIRECTV|DIRECTVNOW|Cookie Dough|Taylor Swift NOW|Swiftie|Music|Comedy|Andy Samberg,836472,19314,1206,0,https://i.ytimg.com/vi/ZXvbz8cqafM/default.jpg,13.09
cNgT8qEQJ3w,Alexa: Guess My,Norm Krumpe,22,alexa|amazon|programming|echo,235562,1801,78,96,https://i.ytimg.com/vi/cNgT8qEQJ3w/default.jpg,14.09
ZQK1F0wz6z4,What Do You Want to Eat?!,Wong Fu Productions,24,panda|what should we eat|buzzfeed|comedy|boyfriend|girlfriend|relationship problems|fight|argue|panda express|food|foodie|sherlock holmes|wasabi|sushi|salmon|avocado|romantic comedy|joanna sotomura,413029,18228,404,1671,https://i.ytimg.com/vi/ZQK1F0wz6z4/default.jpg,14.09
ql0Op1VcELw,What's Actually the Plane of the Future,Wendover Productions,27,plane|of|the|future|aviation|airplane|aircraft|electric|electric aircraft|electric plane|pilotless plane|airports|airport|wendover|productions|wendover productions|half as interesting|interesting|education|educational|animated|video|boeing|airbus|boeing 797|797|middle market|mom|middle of the market plane|what's actually the plane of the future|edu|797 dreamliner|737 max|airbus a321 neo lr|airbus a321,772128,21783,813,2839,https://i.ytimg.com/vi/ql0Op1VcELw/default.jpg,14.09
wfZGngrCpys,World Of Walker (Trailer),Alan Walker,10,Alan Walker|DJ Walkzz|K-391|House|Techno,285838,31544,422,3563,https://i.ytimg.com/vi/wfZGngrCpys/default.jpg,14.09
eM_FR7I2Ttw,Harry Styles - The Chain (Fleetwood Mac cover) in the Live Lounge,BBCRadio1VEVO,10,Harry Styles|Fleetwood Mac|The Chain|BBC|Radio 1|Live Lounge,1247138,68793,1092,4582,https://i.ytimg.com/vi/eM_FR7I2Ttw/default.jpg,14.09
08RHSZvixec,BLIND TASTE TEST // Grace Helbig,Grace Helbig,22,itsgrace|funny|comedy|vlog|grace|helbig|gracehelbig|dailygrace|daily|tutorial|diy|lifestyle|australia|australian chips|taste test|blindfolded|snacks,158781,10142,60,1003,https://i.ytimg.com/vi/08RHSZvixec/default.jpg,14.09
