cMKX2tE5Luk,The Disaster Artist | Official Trailer HD | A24,A24,1,a24|a24 films|a24 trailers|independent films|trailer|HD|official|movie|film|a24 movies|oscar winner|academy award winner|The Disaster Artist|room|james franco|greg sestero|tom bissell|dave franco|seth rogen|seth rogan|room trailer|The Disaster Artist trailer|The Disaster Artist film|disaster|artist|the room|the room movie|Tommy Wiseau|cult classic|the room behind the scenes|Juliette Danielle|oh hi mark|the worst film ever made|comedy|biographical,1311445,34507,544,3040,https://i.ytimg.com/vi/cMKX2tE5Luk/default.jpg,13.09
l864IBj7cgw,Jennifer Lawrence Challenges Jimmy to an Axe Throwing Contest,The Tonight Show Starring Jimmy Fallon,23,The Tonight Show|Jimmy Fallon|Jennifer Lawrence|Challenges|Jimmy|Axe Throwing|Contest|NBC|NBC TV|Television|Funny|Talk Show|comedic|humor|snl|Fallon Stand-up|Fallon monologue|tonight|show|jokes|funny video|interview|variety|comedy sketches|talent|celebrities|video|clip|highlight|Hunger Games|Mother!|Mother|Passengers|Mystique|Katniss|x-men|x men,258781,8085,303,726,https://i.ytimg.com/vi/l864IBj7cgw/default.jpg,13.09
4Yue-q9Jdbk,SUPERFRUIT REACTS TO TEENS REACT TO SUPERFRUIT,SUPERFRUIT,24,superfruit|super|fruit|scott|hoying|mitch|grassi|fcute|weekly|obsessions|everyone|heres|good|song|dont|listen|to|anything|else|today|wyatt|blue|REACTS|FINE BROS|REACTING,255967,21817,293,2017,https://i.ytimg.com/vi/4Yue-q9Jdbk/default.jpg,13.09
GpAuCG6iUcA,Fifty Shades Freed - Teaser [HD],Fifty Shades,24,Fifty Shades of Grey|Official|Teaser|Teaser Trailer|HD|NSFW|Red Room|Charlie Tango|Fifty Shades|50 Shades|50 Shades of Grey|Grey Enterprises|Christian Grey|Dakota Johnson (Film Actor)|Trailer|Drama|Sex|E. L. James (Author)|Jamie Dornan (Celebrity)|Sam Taylor-Wood (Visual Artist)|Fifty Shades Trailer|Fifty Shades of Grey Trailer|Trailer HD|Fifty Shades Official Trailer|FSOG|Official Trailer|fifty shades of grey official trailer|50 shades of grey trailer,4661584,17517,2543,2157,https://i.ytimg.com/vi/GpAuCG6iUcA/default.jpg,13.09
uZG_x7m4jBM,Willow's Birthday,Johns Hopkins All Children's Hospital,29,JohnsHopkinsAllChildren'sHospital|TampaBay|St.Petersburg|Florida|JHACH|Medicine|U.S.NewsWorldReport|OutpatientCare|SpecialtyPhysicians|HopkinsAllChildrens.org|PediatricExperts|Children'sHealthAdolescent,42734,0,0,0,https://i.ytimg.com/vi/uZG_x7m4jBM/default.jpg,13.09
C3cwtcomilA,Galaxy Note 8 // 8 Things To Do First!,Kevin The Tech Ninja,28,Galaxy Note 8 tips and tricks|galaxy note 8 things to do|galaxy note 8 set up|galaxy note 8 impressions|Note 8 review|note 8 impressions|note 8 thoughts,8692,340,16,36,https://i.ytimg.com/vi/C3cwtcomilA/default.jpg,13.09
Alp_a88C8dY,Stephen King's IT - What's the Difference?,CineFix,24,cinefix|WTD|What’s the difference|Cinefix|Mashable video|It|clown movie|monster|horror films|Andy Muschietti|Roy Lee|Dan Lin|Seth Grahame-smith|chase palmer|cary fukunaga|Gary Dauberman|Warner Bros|Stephen King|Jaeden Lieberher|Bill Denbrough|Bill Skarsgard|Pennywise|Sophia Lillis|Beverly Marsh|bullied kids|1990 miniseries|original IT|tim curry|john ritter|seth green|loser club|dancing clown|Books,1307902,19734,984,3029,https://i.ytimg.com/vi/Alp_a88C8dY/default.jpg,13.09
pAsN4lSa7O0,Blake Shelton - I'll Name The Dogs (Official Music Video),Blake Shelton,10,blake|shelton|blake shelton|i'll name the dogs|blake shelton i'll name the dogs|country music|country|the voice|gwen stefani|blake shelton and gwen stefani,1851893,24779,2844,2242,https://i.ytimg.com/vi/pAsN4lSa7O0/default.jpg,13.09
fQxLlq7lxVM,"FENTY BEAUTY | FULL FACE BEAT,  IMPRESSIONS + REVIEW",Shameless Maya,26,fenty beauty|rihanna makeup|makeup for women of color|highlight|matchstick trio|WOC makeup|killawatt|trophy wife|bronzed makeup look|fall makeup|celebrity makeup|nyfw|new york fashion week,406327,20499,516,6361,https://i.ytimg.com/vi/fQxLlq7lxVM/default.jpg,13.09
T2W7UocH0Hs,How to Save Your Seat in Japan,Life Where I'm From,22,Japan|thief|theft|larceny|bags|safety|crime|restaurant|food court|cafe|coffee shop,108653,3606,109,699,https://i.ytimg.com/vi/T2W7UocH0Hs/default.jpg,13.09
4v38ugGj3u0,Suburbicon - Trailer 2,Deadline Hollywood,24,Deadline|Deadline Hollywood,30851,261,65,49,https://i.ytimg.com/vi/4v38ugGj3u0/default.jpg,13.09
H_A0Z4S30Ds,Avenged Sevenfold - As Tears Go By,AvengedSevenfoldVEVO,10,Avenged|Sevenfold|As|Tears|Go|By|Capitol|Records|(US1A)|Rock,433708,24188,712,2383,https://i.ytimg.com/vi/H_A0Z4S30Ds/default.jpg,13.09
lBspB4K-F-c,American Horror Story: CULT BEE HIVE,Madeyewlook,26,Halloween|makeup tutorial|body painting|halloween makeup tutorial|halloween tutorial|special effects makeup|spfx makeup tutorial|special effects|prosthetic makeup|american horror story|ahs|ahs cult|american horror story cult|ahs bee makeup|ahs bee hive|bee hive makeup|bee hive head|girl|american horror story makeup tutorial|tate|twisty|hotel|freakshow,599780,29851,299,453,https://i.ytimg.com/vi/lBspB4K-F-c/default.jpg,13.09
l864IBj7cgw,Jennifer Lawrence Challenges Jimmy to an Axe Throwing Contest,The Tonight Show Starring Jimmy Fallon,23,The Tonight Show|Jimmy Fallon|Jennifer Lawrence|Challenges|Jimmy|Axe Throwing|Contest|NBC|NBC TV|Television|Funny|Talk Show|comedic|humor|snl|Fallon Stand-up|Fallon monologue|tonight|show|jokes|funny video|interview|variety|comedy sketches|talent|celebrities|video|clip|highlight|Hunger Games|Mother!|Mother|Passengers|Mystique|Katniss|x-men|x men,909358,14539,672,1353,https://i.ytimg.com/vi/l864IBj7cgw/default.jpg,14.09
cMKX2tE5Luk,The Disaster Artist | Official Trailer HD | A24,A24,1,a24|a24 films|a24 trailers|independent films|trailer|HD|official|movie|film|a24 movies|oscar winner|academy award winner|The Disaster Artist|room|james franco|greg sestero|tom bissell|dave franco|seth rogen|seth rogan|room trailer|The Disaster Artist trailer|The Disaster Artist film|disaster|artist|the room|the room movie|Tommy Wiseau|cult classic|the room behind the scenes|Juliette Danielle|oh hi mark|the worst film ever made|comedy|biographical,1673317,40496,678,3915,https://i.ytimg.com/vi/cMKX2tE5Luk/default.jpg,14.09
