Ayb_2qbZHm4,Honest College Tour,CollegeHumor,23,Collegehumor|CH originals|comedy|sketch comedy|internet|humor|funny|sketch|amazon|amazon prime|college|college tour|university,859289,34485,726,1914,https://i.ytimg.com/vi/Ayb_2qbZHm4/default.jpg,13.09
a7Sf_H2cFdM,Drowning for Power - Rooster Teeth Animated Adventures,Rooster Teeth,1,Rooster Teeth|RT|animation|television|filmmaking|games|video games|comics|austin|texas|production|movies|web series|RTAA|Animated Adventures|animated|stick figures|short|sketch|skit|comedy|humor|real life animated|jordan cwierz|storytelling|personal|embarrassing|history|Brandon Farmahini|Burnie Burns|Gray Haddock|Max Kruemcke|Beach|Most Interesting Man|Father-in-Law|Alligator|Floaty|Power|Alpha|In-Laws|swimming|ocean|kayak|paddle|murder|Father|wrestle|drowning,917643,25456,731,1073,https://i.ytimg.com/vi/a7Sf_H2cFdM/default.jpg,13.09
3yoGE3v4A8w,FAIL.. + *New* ESTEE LAUDER DOUBLE WEAR NUDE {First Impression Review & Demo!} 15 DAYS OF FOUNDATION,thataylaa,26,fail|foundation fail|lottie london|lottie london stick foundation|all about that base foundation|estee lauder double wear|estee lauder double wear nude|1c1 cool bone|1c0|acne|pale|fair|pale skin|fair skin|first impression|foundation review demo|seattle|beauty guru|tayla|thataylaa double wear,142039,9889,130,1224,https://i.ytimg.com/vi/3yoGE3v4A8w/default.jpg,13.09
U1bpztJkdzk,TESTING WEIRD PUPPY TOYS WITH PUPPY!!! *CUTE*,LaurDIY,26,DIY|do it yourself|how to|laurDIY|lauren riihimaki|laurdiy puppy|laurdiy dog|laurdiy moose|mini bull terrier|puppy|bull terrier puppy|mini bull terrier puppy|laurdiy dog breed|trying toys|trying puppy toys|trying weird|weird|puppy toys|weird puppy toys|weird puppy products|puppy products|amazon|trying weird amazon|puppy sweater|puppy boots|banana bed|cute|alex wassabi dog,1007014,57545,570,3333,https://i.ytimg.com/vi/U1bpztJkdzk/default.jpg,13.09
xtDJ6uEyvnw,Hurricane Irma Warning With Sign Language,Cole Truax,22,irma|hurricane|hurricane irma|florida|fl|rick scott|sign language|deaf interpreter|funny,55214,258,5,99,https://i.ytimg.com/vi/xtDJ6uEyvnw/default.jpg,13.09
pwHvK07tUuw,24 Genres. Two Artists. One song. All voices. - Shape of You Ed Sheeran,Peter Hollens,10,peter hollens|ten second songs|ed sheeran (musical artist)|ed sheeran|pop|cover|official|edm|music|music (tv genre)|records|lyrics|singer|electronic|song|music video|remix|sing|thinking out loud|musician (profession)|bruno mars|video|Epic Rap Battles of History,700036,49257,995,4863,https://i.ytimg.com/vi/pwHvK07tUuw/default.jpg,13.09
AR4UgRJOUQY,What Does Your Search History Say About You?,AsapSCIENCE,28,Search History|Delete Search History|Google Data|Google Search|Google Trends|AsapSCIENCE|Everybody Lies|Racist Searches|Donald Trump Racism|What Does Your Search History Say about You|Americans having less sex|Lying|People lie on surveys|How many gay men in america|is my husband gay|people lie on social media|social media vs. google|big data|new data|facebook data|how many men are in the closet,1244953,29748,2639,4112,https://i.ytimg.com/vi/AR4UgRJOUQY/default.jpg,13.09
mGqR9sgMIyA,Orlando braces for Hurricane Irma,Fox News,25,Willie James Inman|Digital Originals|Hurricane Irma|Personality|Primary US|US|Web Exclusives|Fox News|News,25652,73,11,62,https://i.ytimg.com/vi/mGqR9sgMIyA/default.jpg,13.09
ezgtjMfgxos,Watch Live Satellite Images Of Hurricane Irma: Evacuation Orders In Place In Florida | TIME,TIME,25,hurricaneirma|hurricane irma|satellite images of irma|irma satellite|noaa|noaa satellite|satellite images|hurricane irma from above|news|hurricane|hurricane harvey|breaking news|flooding|live updates|hurricane irma live|orlando hurricane|irma damage|irma path|caribbean|category 5|category 5 storm|state of emergency|evacuations|hurricane irma footage|live footage of hurricane|hurricane live|Time|time magazine|magazine|time (magazine)|time.com|news today,103666,196,67,80,https://i.ytimg.com/vi/ezgtjMfgxos/default.jpg,13.09
cOboLQMO4tQ,Sarah Huckabee Sanders on Jemele Hill,TP Clips 8,25,[none],83219,157,190,406,https://i.ytimg.com/vi/cOboLQMO4tQ/default.jpg,14.09
