cLdxuaxaQwc,My Response,PewDiePie,22,[none],5845909,576597,39774,170708,https://i.ytimg.com/vi/cLdxuaxaQwc/default.jpg,13.09
-Ifnaxi2LQg,Fergie - You Already Know ft. Nicki Minaj,FergieVEVO,10,Fergie|You|Already|Know|BMG|Rights|Management|(US)|LLC|Pop,815608,66420,3578,5550,https://i.ytimg.com/vi/-Ifnaxi2LQg/default.jpg,13.09
oDIDZ9EmQfA,Jumping Through Impossible Shapes!,Rclbeauty101,24,Jumping Through impossible shapes|rclbeauty101|theundervlogs|jumping|impossible|shapes|funny|comedy|vlogs,796896,39791,1252,3868,https://i.ytimg.com/vi/oDIDZ9EmQfA/default.jpg,13.09
yiblDn4JGfQ,How to photograph INCREDIBLE ARCHITECTURE!,Peter McKinnon,22,Architecture|Architecture Photography|Photographing Architecture|How to photograph architecture|street photography|photography|take better photos|how to take better photos|how to be a better photographer|Peter McKinnon|Peter McKinnon Photography|Peter McKinnon Tutorials|Photography Tutorials|What lens to use for architecture|how to photograph buildings|take better images|building photography|How to be a better photographer|toronto|Lens Choice,134994,13901,69,1087,https://i.ytimg.com/vi/yiblDn4JGfQ/default.jpg,13.09
X7ld45pUueQ,CHECK DESCRIPTION! Southern most point live webcam,Kevin Novobilsky,23,Irma|Hurricane Irma|Irma live stream|#hangoutsonair|Hangouts On Air|#hoa,2330211,4893,938,381,https://i.ytimg.com/vi/X7ld45pUueQ/default.jpg,13.09
J_e77K4n6Ts,Garlic Knot Chicken Alfredo Ring,Tasty,26,garlic knot|chicken|alfredo|ring|appetizer|cheesy|dip|party|tasty|buzzfeed|app,352119,12880,195,517,https://i.ytimg.com/vi/J_e77K4n6Ts/default.jpg,13.09
a2B9pA8aGUc,Rutgers Falls To Eastern Michigan,Big Ten Network,17,rutgers scarlet knights|football,11533,51,7,29,https://i.ytimg.com/vi/a2B9pA8aGUc/default.jpg,13.09
pCSgWJzEvrM,The only dating advice you'll ever need,Anna Akana,23,anna|akana|ana|annaakana|the only dating advice you'll ever need|the|only|dating|advice|you'll|ever|need,447037,25068,710,1299,https://i.ytimg.com/vi/pCSgWJzEvrM/default.jpg,13.09
xo2B67vz4HA,Small Hands Samsung Galaxy Note 8 Review,Linus Tech Tips,28,samsung|galaxy|note 8|review|unboxing|overview|smartphone|phone|device|large|display|bixby,626600,20553,1033,2138,https://i.ytimg.com/vi/xo2B67vz4HA/default.jpg,13.09
cLdxuaxaQwc,My Response,PewDiePie,22,[none],6997601,626155,46445,190979,https://i.ytimg.com/vi/cLdxuaxaQwc/default.jpg,14.09
-Ifnaxi2LQg,Fergie - You Already Know ft. Nicki Minaj,FergieVEVO,10,Fergie|You|Already|Know|BMG|Rights|Management|(US)|LLC|Pop,1668188,88182,5893,7373,https://i.ytimg.com/vi/-Ifnaxi2LQg/default.jpg,14.09
oDIDZ9EmQfA,Jumping Through Impossible Shapes!,Rclbeauty101,24,Jumping Through impossible shapes|rclbeauty101|theundervlogs|jumping|impossible|shapes|funny|comedy|vlogs,1180879,47871,1640,4295,https://i.ytimg.com/vi/oDIDZ9EmQfA/default.jpg,14.09
yiblDn4JGfQ,How to photograph INCREDIBLE ARCHITECTURE!,Peter McKinnon,22,Architecture|Architecture Photography|Photographing Architecture|How to photograph architecture|street photography|photography|take better photos|how to take better photos|how to be a better photographer|Peter McKinnon|Peter McKinnon Photography|Peter McKinnon Tutorials|Photography Tutorials|What lens to use for architecture|how to photograph buildings|take better images|building photography|How to be a better photographer|toronto|Lens Choice,165684,15485,77,1180,https://i.ytimg.com/vi/yiblDn4JGfQ/default.jpg,14.09
EgUXkpAyqps,Queen Live Aid 1985 (Part 1) (High Quality),Jersy Del Rio,10,Queen (Musical Group)|Rock Music (Film Genre)|First|Definition|Stretch|Live|720p,19753,112,5,10,https://i.ytimg.com/vi/EgUXkpAyqps/default.jpg,14.09
X7ld45pUueQ,CHECK DESCRIPTION! Southern most point live webcam,Kevin Novobilsky,23,Irma|Hurricane Irma|Irma live stream|#hangoutsonair|Hangouts On Air|#hoa,2333602,4894,940,445,https://i.ytimg.com/vi/X7ld45pUueQ/default.jpg,14.09
J_e77K4n6Ts,Garlic Knot Chicken Alfredo Ring,Tasty,26,garlic knot|chicken|alfredo|ring|appetizer|cheesy|dip|party|tasty|buzzfeed|app,358204,13019,196,521,https://i.ytimg.com/vi/J_e77K4n6Ts/default.jpg,14.09
H9KaqCBEvvg,Rami Malek como Freddie Mercury en Live Aid,A Queen Of Magic,10,queen|biopic|freddie mercury|rami malek,80647,475,23,106,https://i.ytimg.com/vi/H9KaqCBEvvg/default.jpg,14.09
AQa9pEkQ_0Y,"FULL FACE OF FIRST IMPRESSIONS | Fenty Beauty, Too Faced , YSL & More",Christen Dominique,26,full face of first impressions|first impressions|get ready with me|makeup|tutorial|makeup tutorial|rihanna|full face first impressions|fenty beauty|fenty beauty by rihanna|new makeup|fenty beauty rihanna|testing new makeup|fenty beauty hit or miss|christen dominique|too faced|peaches and cream collection|peaches and cream|toofaced|ysl|ysl all hours concealer|beauty|review|2017|new|rihanna makeup|trying new makeup|grwm|christen|dominique|honest review|fenty,239956,15696,228,1915,https://i.ytimg.com/vi/AQa9pEkQ_0Y/default.jpg,15.09
cLdxuaxaQwc,My Response,PewDiePie,22,[none],7706359,659184,50584,199406,https://i.ytimg.com/vi/cLdxuaxaQwc/default.jpg,15.09
-Ifnaxi2LQg,Fergie - You Already Know ft. Nicki Minaj,FergieVEVO,10,Fergie|You|Already|Know|BMG|Rights|Management|(US)|LLC|Pop,2453843,104520,7808,7083,https://i.ytimg.com/vi/-Ifnaxi2LQg/default.jpg,15.09
oDIDZ9EmQfA,Jumping Through Impossible Shapes!,Rclbeauty101,24,Jumping Through impossible shapes|rclbeauty101|theundervlogs|jumping|impossible|shapes|funny|comedy|vlogs,1424830,54077,1848,4710,https://i.ytimg.com/vi/oDIDZ9EmQfA/default.jpg,15.09
EgUXkpAyqps,Queen Live Aid 1985 (Part 1) (High Quality),Jersy Del Rio,10,Queen (Musical Group)|Rock Music (Film Genre)|First|Definition|Stretch|Live|720p,69071,148,5,33,https://i.ytimg.com/vi/EgUXkpAyqps/default.jpg,15.09
yiblDn4JGfQ,How to photograph INCREDIBLE ARCHITECTURE!,Peter McKinnon,22,Architecture|Architecture Photography|Photographing Architecture|How to photograph architecture|street photography|photography|take better photos|how to take better photos|how to be a better photographer|Peter McKinnon|Peter McKinnon Photography|Peter McKinnon Tutorials|Photography Tutorials|What lens to use for architecture|how to photograph buildings|take better images|building photography|How to be a better photographer|toronto|Lens Choice,186965,16782,81,1249,https://i.ytimg.com/vi/yiblDn4JGfQ/default.jpg,15.09
TIaLkz9Tuv4,IT Scores Biggest Horror Opening Ever - Movie Talk,ColliderVideos,24,movie news|Movie Talk|tobeornottobethatisthequestion|collider|film|movie|trailer|behind the scenes|actor|actress hollywood|Movie Clips|genre|comics|comic books|it|stephen king|the purge|thor: ragnarok,109331,2870,101,537,https://i.ytimg.com/vi/TIaLkz9Tuv4/default.jpg,15.09
